gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,deg_category
ENSG00000276043.4,2537.89689947717,2.412160394128156,NA,202.7395706721305,1.8208764891456726e-23,4.459788535355297e-21,general_activation
ENSG00000114098.17,5537.322632150376,-1.3611422812138245,NA,199.91377072884055,2.340889009682397e-23,5.6491159777776665e-21,general_activation
ENSG00000166851.14,730.7336253587674,6.551058594848561,NA,199.45604438864623,2.4388727770376528e-23,5.800275691476505e-21,general_activation
ENSG00000105379.9,1887.70148775485,2.649713525446224,NA,196.57035888477805,3.164832023797528e-23,7.30969282233135e-21,general_activation
ENSG00000107937.18,12290.68537045936,-1.792719699689263,NA,196.32824796895352,3.2353086046198376e-23,7.30969282233135e-21,general_activation
ENSG00000279369.1,1576.5495897470648,-2.122917068476982,NA,196.27820636570294,3.250080214706957e-23,7.30969282233135e-21,general_activation
ENSG00000145907.14,40822.084773179406,-1.945752576138448,NA,196.2726593820364,3.2517219745898145e-23,7.30969282233135e-21,general_activation
ENSG00000137804.12,854.3131189861743,5.7124563955977825,NA,196.11968532230418,3.2973439010564443e-23,7.312082894099493e-21,general_activation
ENSG00000169607.12,636.9846480237949,6.492126741421635,NA,193.48331553134318,4.199001868359108e-23,9.18741608796973e-21,general_activation
ENSG00000183765.21,631.3656443325956,2.2870377882992012,NA,192.92120939960208,4.4228552629729737e-23,9.549875640182435e-21,general_activation
ENSG00000121621.6,943.8936111726279,4.529619284018304,NA,192.4903792733709,4.602916999320994e-23,9.809593241410067e-21,general_activation
ENSG00000143228.12,978.4334671570207,5.035432065857224,NA,191.57566356129726,5.011282795081863e-23,1.0542968034268381e-20,general_activation
ENSG00000146143.17,1829.811866643424,1.0700509541375471,NA,191.12238038386636,5.227614343408701e-23,1.0858879920928706e-20,general_activation
ENSG00000135763.9,5165.758746620919,-2.2694620186191217,NA,190.1430407107899,5.729267454018038e-23,1.166497327683757e-20,general_activation
ENSG00000143476.17,2885.3427243836145,2.707341578304258,NA,190.08999253945993,5.757847869737009e-23,1.166497327683757e-20,general_activation
ENSG00000133805.15,1715.6771112224496,3.6626178599369137,NA,189.90248192883647,5.860080271227732e-23,1.1727306981810619e-20,general_activation
ENSG00000023892.10,6183.596906051488,1.5618709632181245,NA,188.4511882995311,6.718954278920717e-23,1.3284101170733611e-20,general_activation
ENSG00000115425.13,816.4419820809552,2.5055600804690648,NA,187.8945439027744,7.08267707205734e-23,1.3801025792483797e-20,general_activation
ENSG00000112742.9,1503.793140486147,4.300193183117381,NA,187.79686433124405,7.148611775509584e-23,1.3801025792483797e-20,general_activation
ENSG00000171867.16,14997.90450054084,-2.1986163352088033,NA,187.470605885404,7.37356196643929e-23,1.4069785101077762e-20,general_activation
ENSG00000204519.10,2648.6447063662795,-1.5371811856896878,NA,187.06169501203567,7.666068091870857e-23,1.4459790504321926e-20,general_activation
ENSG00000164109.13,3057.8001365791747,2.5364438857486964,NA,185.7160457771509,8.717998964128844e-23,1.6257086704699356e-20,general_activation
ENSG00000163918.10,2566.090419603639,0.9333089601377681,NA,185.15050593538388,9.204485166565733e-23,1.6971415908240863e-20,general_activation
ENSG00000133119.12,2018.9289836606397,0.8591781347422064,NA,184.9637638464875,9.371331915674655e-23,1.7087061859580123e-20,general_activation
ENSG00000102678.6,257.47346082901805,-2.9438136865963798,NA,184.59406204678123,9.711105171387791e-23,1.7329045171198313e-20,general_activation
ENSG00000129810.14,563.4900220534868,4.052353415008878,NA,184.58963902487616,9.715247749849146e-23,1.7329045171198313e-20,general_activation
ENSG00000148773.13,11189.010192524725,9.07024503614341,NA,183.06832291672737,1.1256647403495128e-22,1.986253590229624e-20,general_activation
ENSG00000111665.11,589.7161141547275,7.30325735920375,NA,182.85025537287513,1.1497862594374302e-22,2.0072332465285352e-20,general_activation
ENSG00000101079.20,2712.360353167254,1.5871516924875322,NA,181.48180126499585,1.3141230862050246e-22,2.2699747204867845e-20,general_activation
ENSG00000159259.7,901.1743238015406,1.869890520086897,NA,181.10651291173875,1.3633853402161547e-22,2.3305368159319894e-20,general_activation
ENSG00000134291.11,4212.567724026261,1.9062087274736095,NA,179.66402877191092,1.5715899185803312e-22,2.6587412952477563e-20,general_activation
ENSG00000067992.13,2643.9816539618682,2.102708314584859,NA,179.28365386825712,1.6318926386071813e-22,2.732587571382025e-20,general_activation
ENSG00000126787.12,2284.183900110592,9.826255736441816,NA,178.92136673921777,1.6915951540551233e-22,2.802290271478996e-20,general_activation
ENSG00000100526.19,604.2723828456741,5.637365771043032,NA,178.79203038754147,1.713462051832651e-22,2.802290271478996e-20,general_activation
ENSG00000143409.15,1003.2751358005294,2.686517899048176,NA,178.72594920420192,1.724749039728084e-22,2.802290271478996e-20,general_activation
ENSG00000114767.6,3051.4590208662175,-2.8894848545087743,NA,177.83135298598813,1.8854931513301768e-22,3.0334257464047257e-20,general_activation
ENSG00000157303.10,1575.5216055878393,2.3542513697964815,NA,175.70887592205887,2.333301772340196e-22,3.717425445058506e-20,general_activation
ENSG00000184635.15,687.7293854734916,2.4046624895240893,NA,175.35983946690388,2.41707118870108e-22,3.813859442940839e-20,general_activation
ENSG00000125885.13,3214.259920389334,1.173149525717918,NA,173.78072463475695,2.837593572078955e-22,4.434753382649109e-20,general_activation
ENSG00000026508.18,39004.74816058713,-1.1949547489017254,NA,172.85048355828965,3.1207770525877937e-22,4.8313161729212915e-20,general_activation
ENSG00000167513.8,1261.9542682820045,5.498509185195092,NA,172.3920266438697,3.271140408603286e-22,5.016767673381301e-20,general_activation
ENSG00000213390.10,2378.970512438753,2.603563644866763,NA,170.13134791119663,4.1325394854394687e-22,6.279164162598305e-20,general_activation
ENSG00000163535.17,2277.811880719143,4.333254260350302,NA,169.26544935420768,4.5230682793660725e-22,6.809500042605252e-20,general_activation
ENSG00000146263.11,3104.1245963874776,1.1780257987494718,NA,168.91517661330002,4.691910943323746e-22,6.999478052722062e-20,general_activation
ENSG00000074054.18,8810.68673781708,1.1561221416631773,NA,168.39927516233578,4.952774189797669e-22,7.322074275187365e-20,general_activation
ENSG00000104205.13,1788.360646152432,-1.4400781504653024,NA,167.28710085863798,5.568458209103364e-22,8.158785643873767e-20,general_activation
ENSG00000121406.8,1713.0770638375068,-1.054108450722775,NA,166.71698718461477,5.914822811155804e-22,8.589578967351038e-20,general_activation
ENSG00000100413.16,3734.871015263837,-2.557630520006784,NA,166.61371680141573,5.979952338731445e-22,8.607984024437106e-20,general_activation
ENSG00000186017.14,1554.100584729822,-1.9741747914116388,NA,166.2701361709539,6.202125943670261e-22,8.850164063967737e-20,general_activation
ENSG00000006194.9,4244.048466612814,-1.502088674348493,NA,165.99947430505222,6.383259016053401e-22,9.030110383916922e-20,general_activation
ENSG00000156970.12,1862.6549898993956,5.164355468631432,NA,165.81402884664703,6.510571560666015e-22,9.131493958164898e-20,general_activation
ENSG00000172725.13,3618.0156187869698,3.1152346493559224,NA,164.85619804636502,7.212067537292697e-22,1.0029663414150268e-19,general_activation
ENSG00000117632.22,7803.607321082146,3.5637538890250715,NA,164.3504690501652,7.614138920694551e-22,1.0491818570095484e-19,general_activation
ENSG00000196465.10,595.7163025122456,3.369776306432506,NA,164.21699673952858,7.72414174074901e-22,1.0491818570095484e-19,general_activation
ENSG00000138180.15,1922.3622572496945,5.7417243712238415,NA,164.2024903545585,7.736197726883326e-22,1.0491818570095484e-19,general_activation
ENSG00000146670.9,1569.3358033173376,4.777351607095841,NA,164.07258499968205,7.845046533041184e-22,1.0552230623541461e-19,general_activation
ENSG00000169016.16,1352.419092003985,-1.8312246568935415,NA,163.6192799143791,8.23767412213095e-22,1.0990262792208852e-19,general_activation
ENSG00000170312.15,2532.482265817463,5.78356602238794,NA,163.5017282708668,8.342831236984989e-22,1.104079520959062e-19,general_activation
ENSG00000109685.17,8126.252878320459,2.2527180228488826,NA,162.96843843590787,8.837945025897037e-22,1.160245422999763e-19,general_activation
ENSG00000166508.17,12686.739808719196,1.0129079735044337,NA,162.77700387419796,9.023138216417495e-22,1.1751563343762786e-19,general_activation
ENSG00000172053.17,7152.543103374727,1.4668086307605712,NA,162.16869400785367,9.639214365731712e-22,1.236641482773037e-19,general_activation
ENSG00000221829.9,1157.1755296496303,2.323928078768659,NA,162.1336629761895,9.676014495171761e-22,1.236641482773037e-19,general_activation
ENSG00000149503.12,1682.7603702933884,2.831928913489776,NA,162.09073386152699,9.721313301506507e-22,1.236641482773037e-19,general_activation
ENSG00000173198.5,2232.3982648650126,-0.29799462505694657,NA,161.46472468583505,1.0407847254199979e-21,1.3137905649340126e-19,general_activation
ENSG00000134690.10,878.7408636220091,4.781345921436151,NA,161.25190816630223,1.0652709792370337e-21,1.3340023596525199e-19,general_activation
ENSG00000079616.12,4431.168643458105,1.8809346401658291,NA,161.18533294643305,1.0730549145285352e-21,1.3340023596525199e-19,general_activation
ENSG00000142945.12,2237.3672402822813,7.104024572349726,NA,160.15751124944288,1.2011302090802358e-21,1.4819959948125314e-19,general_activation
ENSG00000128829.11,3793.3880495991293,1.3676336564364302,NA,160.0111652867527,1.2206355598094818e-21,1.4948230997368356e-19,general_activation
ENSG00000135046.13,23552.73835526106,-0.802592799626449,NA,159.10696336114842,1.3487831707270397e-21,1.6395208764170905e-19,general_activation
ENSG00000111445.13,2065.2725118520257,1.0183371701270734,NA,158.95858155354748,1.371130298870632e-21,1.6544300150343434e-19,general_activation
ENSG00000178202.12,1228.4877333589297,1.1438838529242463,NA,158.69923109622408,1.4111308085520365e-21,1.690266902798461e-19,general_activation
ENSG00000125354.22,10481.123385337503,1.4302417905911422,NA,158.1277746985526,1.5036660238264636e-21,1.780026411247374e-19,general_activation
ENSG00000082258.12,7667.654025972954,-1.2273689167624924,NA,158.10334480075096,1.507761554926173e-21,1.780026411247374e-19,general_activation
ENSG00000109805.9,2387.337780892506,6.342977245692598,NA,157.81176519663373,1.5575596209406925e-21,1.8256823842597687e-19,general_activation
ENSG00000167315.17,2768.958372398216,2.046637545646679,NA,157.61100858896685,1.5928504461047306e-21,1.8538067957857183e-19,general_activation
ENSG00000094804.10,1993.5578140791083,1.8097516909171192,NA,156.22487782807994,1.860682546811682e-21,2.1502676474070213e-19,general_activation
ENSG00000198771.10,7825.29291365262,2.0078599857669523,NA,155.2159230429171,2.0852182652239374e-21,2.392897323938798e-19,general_activation
ENSG00000137880.5,760.0223506460285,2.5723914262869174,NA,154.37467927767653,2.2942117715741127e-21,2.614445498022999e-19,general_activation
ENSG00000253710.3,1646.0836341694471,-1.332296532812178,NA,154.2694030200998,2.3218778767680545e-21,2.627725238466467e-19,general_activation
ENSG00000168067.11,3342.3336239380483,1.1370908430252902,NA,154.11277352347767,2.3636910183215784e-21,2.656723945935418e-19,general_activation
ENSG00000125637.15,12838.599972664917,1.9258442278263108,NA,154.00025947030002,2.3942159525870597e-21,2.6727267878880033e-19,general_activation
ENSG00000105173.13,786.9011671817574,1.7804684643630586,NA,153.93925881918625,2.4109385425643906e-21,2.6732095596947057e-19,general_activation
ENSG00000198042.10,7681.913217952234,-1.8822614694953508,NA,153.477658117274,2.5415350477529822e-21,2.7840297756240965e-19,general_activation
ENSG00000205089.7,480.37184762587634,-3.3581298085248,NA,153.46638189207215,2.544816979546706e-21,2.7840297756240965e-19,general_activation
ENSG00000008283.15,1421.7137409152117,-2.9179006105055403,NA,152.78112650208146,2.7528752209621797e-21,2.973974809990747e-19,general_activation
ENSG00000130517.13,2439.470758861419,2.0722741792365835,NA,152.77540086539307,2.754687209741582e-21,2.973974809990747e-19,general_activation
ENSG00000121957.13,499.48973577397095,5.225439073375101,NA,152.5940076371331,2.8127473192128247e-21,3.016809379626304e-19,general_activation
ENSG00000174371.16,1331.8167121268334,4.404028581468539,NA,151.7850741443113,3.0877946159033526e-21,3.290305821232079e-19,general_activation
ENSG00000107819.13,2181.892216520187,3.286327772211417,NA,151.31703737648303,3.259734432543607e-21,3.4511123895510063e-19,general_activation
ENSG00000036549.12,8819.852462280049,-1.262350553234373,NA,150.5842334645486,3.549473720230232e-21,3.733773317242186e-19,general_activation
ENSG00000138035.14,5444.2897724489885,-1.9740271810642707,NA,150.48891453613328,3.589107812896662e-21,3.7514177840531355e-19,general_activation
ENSG00000013810.18,3608.010587221149,2.079985252704348,NA,150.37635690657626,3.636510396560816e-21,3.7769073169343664e-19,general_activation
ENSG00000110448.10,9644.146441121253,1.8664445307267654,NA,150.1406239016446,3.737935047261116e-21,3.8578310770789254e-19,general_activation
ENSG00000149636.15,1167.0907941086518,1.6028790588976012,NA,149.05838265056082,4.243282733510057e-21,4.352016853556252e-19,general_activation
ENSG00000137767.13,3863.625513593554,2.874726216940949,NA,148.95852989884824,4.293401675389424e-21,4.376069657959034e-19,general_activation
ENSG00000176974.19,1254.5930655834647,1.6822646598074464,NA,148.79110848287507,4.3788383055374645e-21,4.43560102431295e-19,general_activation
ENSG00000099797.14,1595.2133897125743,1.2023430867780749,NA,148.67200500542697,4.440705960499696e-21,4.470673914834357e-19,general_activation
ENSG00000005448.16,1371.4336982673378,4.0832799401255,NA,148.24674687230322,4.6692173301724466e-21,4.672064413910357e-19,general_activation
ENSG00000157456.7,1062.9413643719543,8.889423590005459,NA,148.0519748275019,4.777979044011784e-21,4.751917340135356e-19,general_activation
ENSG00000117174.10,2459.5667805773937,-2.3005958462874263,NA,147.21912678705766,5.27402073649511e-21,5.193399287935623e-19,general_activation
ENSG00000074935.13,3602.8681181338507,-2.6074123583600564,NA,147.20135556185573,5.285177825016752e-21,5.193399287935623e-19,general_activation
ENSG00000124275.14,3655.9613039489936,-1.5164624936937685,NA,146.96757585037415,5.4342839541895604e-21,5.291436134507524e-19,general_activation
ENSG00000171208.9,1903.4520041759963,-2.8060923100962905,NA,146.94419571823485,5.449437579108907e-21,5.291436134507524e-19,general_activation
ENSG00000147536.11,1370.3049491407814,1.9322577918148323,NA,146.63515877329618,5.6539696400888295e-21,5.457743634932805e-19,general_activation
ENSG00000136717.14,4567.462945003494,2.0942945278281146,NA,146.24980787725102,5.9203883423026944e-21,5.681495479367673e-19,general_activation
ENSG00000119729.11,1266.6482898851984,-1.9400093821410924,NA,145.87772143515255,6.190198049362735e-21,5.905880813374564e-19,general_activation
ENSG00000124784.8,4650.26436932472,-1.9829069296771924,NA,145.52160395293853,6.46056846802437e-21,6.128203963021961e-19,general_activation
ENSG00000126561.16,18939.507179661792,-0.9480107122040483,NA,145.2863347908474,6.6459853031411685e-21,6.2678516565831365e-19,general_activation
ENSG00000139618.14,3048.8950723636044,2.716645771593218,NA,145.22531853933262,6.694981409495092e-21,6.277979710275112e-19,general_activation
ENSG00000196584.2,1005.5615157948615,2.4925150846371587,NA,145.1339649246597,6.76905036241173e-21,6.311370252680481e-19,general_activation
ENSG00000132274.15,19802.57854259041,-0.33378865984336226,NA,144.9689901934259,6.905004377092487e-21,6.401758295372188e-19,general_activation
ENSG00000138658.15,2646.4612397024857,1.2266688041242293,NA,144.61343268994247,7.207881260329352e-21,6.645018622584532e-19,general_activation
ENSG00000253438.3,613.6699119750965,-3.515027753382791,NA,144.5616488845967,7.25314592493298e-21,6.649392437326826e-19,general_activation
ENSG00000182628.12,1535.9962201022306,1.694973633226902,NA,144.3219838878201,7.466569742211294e-21,6.807022748315963e-19,general_activation
ENSG00000132603.14,4275.914634227603,-1.867505203873535,NA,144.0650531518613,7.702726745458124e-21,6.936474990232979e-19,general_activation
ENSG00000106952.7,7072.592709354824,-4.421364994686662,NA,144.05559189239364,7.711571686796366e-21,6.936474990232979e-19,general_activation
ENSG00000136152.14,5258.777705920634,-1.138099419576008,NA,144.0301873166268,7.735374303550489e-21,6.936474990232979e-19,general_activation
ENSG00000123485.11,1441.50304769991,9.046949011598613,NA,143.73754980936593,8.015202267033473e-21,7.1483407175010495e-19,general_activation
ENSG00000124181.14,10472.608753820996,2.182134820624522,NA,143.3731540681902,8.378617089214598e-21,7.4320598072438685e-19,general_activation
ENSG00000015171.19,5861.043968200841,-1.7812952138076692,NA,143.24510834381994,8.510401515194996e-21,7.492294776162512e-19,general_activation
ENSG00000186918.13,3534.50572148775,3.1881879184599864,NA,143.21871329318193,8.537837435358865e-21,7.492294776162512e-19,general_activation
ENSG00000121989.14,1229.1258278882108,-1.3876358797920512,NA,143.10139195128653,8.660916500709884e-21,7.559874456204745e-19,general_activation
ENSG00000137135.17,235.5966464165584,5.525254075764006,NA,142.83706424537456,8.94511040778539e-21,7.750331240660796e-19,general_activation
ENSG00000198056.13,1908.7983543426653,1.1283792684767546,NA,142.8110818206457,8.973570601618229e-21,7.750331240660796e-19,general_activation
ENSG00000090612.20,4184.261129747986,-2.1005372279757677,NA,142.68529608127193,9.112705463202065e-21,7.829293018384601e-19,general_activation
ENSG00000106367.14,749.5177649092725,1.2755634441750823,NA,142.13685642110116,9.746417205209845e-21,8.3301409550777895e-19,general_activation
ENSG00000086712.12,4447.178078636249,-1.7328179412254057,NA,141.73289835631076,1.0242756538675082e-20,8.708996621743943e-19,general_activation
ENSG00000163507.13,1925.5965267409283,2.0041015836372074,NA,141.0995201575025,1.107525145095474e-20,9.368292593307591e-19,general_activation
ENSG00000168496.3,4334.063142852087,0.8308932034544227,NA,140.76763768215093,1.1539626271399942e-20,9.71103933916272e-19,general_activation
ENSG00000112312.9,1318.786069637613,1.4190714768412087,NA,140.57816131288388,1.1813893660143394e-20,9.891122191987403e-19,general_activation
ENSG00000135119.14,309.56996479206316,2.0246318651405297,NA,140.4552626261133,1.1995451234705094e-20,9.992149987893938e-19,general_activation
ENSG00000131374.14,5179.247811812451,1.4546379548705357,NA,140.22015674547814,1.2351003070399117e-20,1.0206172739087563e-18,general_activation
ENSG00000132768.13,2890.581495196788,-2.385748666246976,NA,140.20339460133488,1.2376772547705209e-20,1.0206172739087563e-18,general_activation
ENSG00000130592.15,8040.034636446371,3.3257274394141256,NA,139.87194439435274,1.2898124424051279e-20,1.0582911089934074e-18,general_activation
ENSG00000100097.11,7212.646320159684,5.854518032779106,NA,139.63544805257,1.3284217853453907e-20,1.084547338184968e-18,general_activation
ENSG00000166166.12,1641.1126473573977,-2.8316480929624643,NA,139.409946920389,1.3663701551950533e-20,1.1100066458787536e-18,general_activation
ENSG00000123080.10,311.59386370317566,4.255799184369589,NA,139.29067920409346,1.386900795126213e-20,1.1211350762571998e-18,general_activation
ENSG00000112992.16,6149.904986429463,1.415177117173306,NA,139.1663456634953,1.4086494644512553e-20,1.1331342015512302e-18,general_activation
ENSG00000182054.9,4148.85091909322,2.5621532210340874,NA,138.36378577993912,1.557956596132993e-20,1.2471252557337765e-18,general_activation
ENSG00000104643.9,3197.667016970726,-1.4067774686160575,NA,138.11318842548582,1.607920056729842e-20,1.2808722393658595e-18,general_activation
ENSG00000101003.9,845.5480674927795,2.7334303137864997,NA,138.0600718535795,1.6187252790654118e-20,1.2832503299257685e-18,general_activation
